[26Jul2026 11:04:28.267] [main/INFO] [cpw.mods.modlauncher.Launcher/MODLAUNCHER]: ModLauncher running: args [--username, Axiinyaa, --version, 1.21.1, --gameDir, /home/axii/.local/share/PrismLauncher/instances/dode/minecraft, --assetsDir, /home/axii/.local/share/PrismLauncher/assets, --assetIndex, 17, --uuid, 47dc7b42911348d0bfae31b2b56bcaed, --accessToken, ❄❄❄❄❄❄❄❄, --userType, msa, --versionType, release, --fml.neoForgeVersion, 21.1.243, --fml.fmlVersion, 4.0.43, --fml.mcVersion, 1.21.1, --fml.neoFormVersion, 20240808.144430, --launchTarget, forgeclient, --width, 854, --height, 480]
[26Jul2026 11:04:28.269] [main/INFO] [cpw.mods.modlauncher.Launcher/MODLAUNCHER]: JVM identified as Microsoft OpenJDK 64-Bit Server VM 21.0.7+6-LTS
[26Jul2026 11:04:28.270] [main/INFO] [cpw.mods.modlauncher.Launcher/MODLAUNCHER]: ModLauncher 11.0.5+main.901c6ea8 starting: java version 21.0.7 by Microsoft; OS Linux arch amd64 version 7.0.14-201.fc44.x86_64
[26Jul2026 11:04:28.409] [main/INFO] [Sodium-GraphicsAdapterProbe/]: Searching for graphics cards...
[26Jul2026 11:04:28.433] [main/INFO] [Sodium-GraphicsAdapterProbe/]: Found graphics adapter: LinuxPciAdapterInfo[vendor=AMD, name=Navi 22 [Radeon RX 6700/6700 XT/6750 XT / 6800M/6850M XT], pciVendorId=0x1002, pciDeviceId=0x73df]
[26Jul2026 11:04:28.436] [main/WARN] [Sodium-Workarounds/]: Sodium has applied one or more workarounds to prevent crashes or other issues on your system: [NO_ERROR_CONTEXT_UNSUPPORTED]
[26Jul2026 11:04:28.436] [main/WARN] [Sodium-Workarounds/]: This is not necessarily an issue, but it may result in certain features or optimizations being disabled. You can sometimes fix these issues by upgrading your graphics driver.
[26Jul2026 11:06:31.960] [Server thread/INFO] [net.minecraft.server.MinecraftServer/]: [Axiinyaa: Teleported Axiinyaa to -2143.500000, 92.131832, 736.500000]
[26Jul2026 11:06:31.960] [Server thread/WARN] [net.minecraft.server.MinecraftServer/]: Can't keep up! Is the server overloaded? Running 3901ms or 78 ticks behind
[26Jul2026 11:06:31.961] [Render thread/INFO] [net.minecraft.client.gui.components.ChatComponent/]: [System] [CHAT] Teleported Axiinyaa to -2143.500000, 92.131832, 736.500000
[26Jul2026 11:06:38.743] [Server thread/WARN] [net.minecraft.world.level.chunk.LevelChunk/]: Tried to load a DUMMY block entity @ BlockPos{x=-2077, y=182, z=734} but found not block entity block Block{minecraft:snow}[layers=1] at location
[26Jul2026 11:06:38.744] [Server thread/WARN] [net.minecraft.world.level.chunk.LevelChunk/]: Tried to load a block entity for block Block{minecraft:snow}[layers=1] but failed at location BlockPos{x=-2077, y=182, z=734}
[26Jul2026 11:06:38.745] [Server thread/WARN] [net.minecraft.world.level.chunk.LevelChunk/]: Tried to load a DUMMY block entity @ BlockPos{x=-2076, y=183, z=735} but found not block entity block Block{minecraft:snow}[layers=1] at location
[26Jul2026 11:06:38.745] [Server thread/WARN] [net.minecraft.world.level.chunk.LevelChunk/]: Tried to load a block entity for block Block{minecraft:snow}[layers=1] but failed at location BlockPos{x=-2076, y=183, z=735}
[26Jul2026 11:06:38.745] [Server thread/WARN] [net.minecraft.world.level.chunk.LevelChunk/]: Tried to load a DUMMY block entity @ BlockPos{x=-2075, y=184, z=735} but found not block entity block Block{minecraft:snow}[layers=1] at location
[26Jul2026 11:06:38.745] [Server thread/WARN] [net.minecraft.world.level.chunk.LevelChunk/]: Tried to load a block entity for block Block{minecraft:snow}[layers=1] but failed at location BlockPos{x=-2075, y=184, z=735}
[26Jul2026 11:06:38.749] [Server thread/WARN] [net.minecraft.world.level.chunk.LevelChunk/]: Tried to load a DUMMY block entity @ BlockPos{x=-2079, y=184, z=741} but found not block entity block Block{minecraft:snow}[layers=1] at location
[26Jul2026 11:06:38.749] [Server thread/WARN] [net.minecraft.world.level.chunk.LevelChunk/]: Tried to load a block entity for block Block{minecraft:snow}[layers=1] but failed at location BlockPos{x=-2079, y=184, z=741}
[26Jul2026 11:06:38.749] [Server thread/WARN] [net.minecraft.world.level.chunk.LevelChunk/]: Tried to load a DUMMY block entity @ BlockPos{x=-2077, y=186, z=742} but found not block entity block Block{minecraft:snow}[layers=1] at location
[26Jul2026 11:06:38.749] [Server thread/WARN] [net.minecraft.world.level.chunk.LevelChunk/]: Tried to load a block entity for block Block{minecraft:snow}[layers=1] but failed at location BlockPos{x=-2077, y=186, z=742}
[26Jul2026 11:06:38.749] [Server thread/WARN] [net.minecraft.world.level.chunk.LevelChunk/]: Tried to load a DUMMY block entity @ BlockPos{x=-2079, y=182, z=737} but found not block entity block Block{minecraft:snow}[layers=1] at location
[26Jul2026 11:06:38.749] [Server thread/WARN] [net.minecraft.world.level.chunk.LevelChunk/]: Tried to load a block entity for block Block{minecraft:snow}[layers=1] but failed at location BlockPos{x=-2079, y=182, z=737}
[26Jul2026 11:06:38.750] [Server thread/WARN] [net.minecraft.world.level.chunk.LevelChunk/]: Tried to load a DUMMY block entity @ BlockPos{x=-2076, y=184, z=740} but found not block entity block Block{minecraft:snow}[layers=1] at location
[26Jul2026 11:06:38.750] [Server thread/WARN] [net.minecraft.world.level.chunk.LevelChunk/]: Tried to load a block entity for block Block{minecraft:snow}[layers=1] but failed at location BlockPos{x=-2076, y=184, z=740}
[26Jul2026 11:06:47.234] [Server thread/WARN] [net.minecraft.world.level.chunk.LevelChunk/]: Tried to load a DUMMY block entity @ BlockPos{x=-2270, y=88, z=683} but found not block entity block Block{minecraft:snow}[layers=1] at location
[26Jul2026 11:06:47.235] [Server thread/WARN] [net.minecraft.world.level.chunk.LevelChunk/]: Tried to load a block entity for block Block{minecraft:snow}[layers=1] but failed at location BlockPos{x=-2270, y=88, z=683}
[26Jul2026 11:06:50.635] [Server thread/WARN] [net.minecraft.world.level.chunk.LevelChunk/]: Tried to load a DUMMY block entity @ BlockPos{x=-2021, y=215, z=758} but found not block entity block Block{minecraft:snow}[layers=1] at location
[26Jul2026 11:06:50.635] [Server thread/WARN] [net.minecraft.world.level.chunk.LevelChunk/]: Tried to load a block entity for block Block{minecraft:snow}[layers=1] but failed at location BlockPos{x=-2021, y=215, z=758}
[26Jul2026 11:06:50.636] [Server thread/WARN] [net.minecraft.world.level.chunk.LevelChunk/]: Tried to load a DUMMY block entity @ BlockPos{x=-2020, y=215, z=760} but found not block entity block Block{minecraft:snow}[layers=1] at location
[26Jul2026 11:06:50.636] [Server thread/WARN] [net.minecraft.world.level.chunk.LevelChunk/]: Tried to load a block entity for block Block{minecraft:snow}[layers=1] but failed at location BlockPos{x=-2020, y=215, z=760}
[26Jul2026 11:06:50.636] [Server thread/WARN] [net.minecraft.world.level.chunk.LevelChunk/]: Tried to load a DUMMY block entity @ BlockPos{x=-2020, y=215, z=759} but found not block entity block Block{minecraft:snow}[layers=1] at location
[26Jul2026 11:06:50.636] [Server thread/WARN] [net.minecraft.world.level.chunk.LevelChunk/]: Tried to load a block entity for block Block{minecraft:snow}[layers=1] but failed at location BlockPos{x=-2020, y=215, z=759}
[26Jul2026 11:06:50.636] [Server thread/WARN] [net.minecraft.world.level.chunk.LevelChunk/]: Tried to load a DUMMY block entity @ BlockPos{x=-2024, y=215, z=757} but found not block entity block Block{minecraft:snow}[layers=1] at location
[26Jul2026 11:06:50.636] [Server thread/WARN] [net.minecraft.world.level.chunk.LevelChunk/]: Tried to load a block entity for block Block{minecraft:snow}[layers=1] but failed at location BlockPos{x=-2024, y=215, z=757}
[26Jul2026 11:06:50.636] [Server thread/WARN] [net.minecraft.world.level.chunk.LevelChunk/]: Tried to load a DUMMY block entity @ BlockPos{x=-2023, y=216, z=755} but found not block entity block Block{minecraft:snow}[layers=1] at location
[26Jul2026 11:06:50.636] [Server thread/WARN] [net.minecraft.world.level.chunk.LevelChunk/]: Tried to load a block entity for block Block{minecraft:snow}[layers=1] but failed at location BlockPos{x=-2023, y=216, z=755}
[26Jul2026 11:06:53.270] [Worker-Main-4/ERROR] [net.minecraft.Util/]: Detected setBlock in a far chunk [-124, 39], pos: BlockPos{x=-1981, y=46, z=639}, status: minecraft:features, currently generating: ResourceKey[minecraft:worldgen/placed_feature / minecraft:large_dripstone]
[26Jul2026 11:06:53.271] [Worker-Main-4/ERROR] [net.minecraft.Util/]: Detected setBlock in a far chunk [-124, 39], pos: BlockPos{x=-1980, y=46, z=639}, status: minecraft:features, currently generating: ResourceKey[minecraft:worldgen/placed_feature / minecraft:large_dripstone]
[26Jul2026 11:06:53.272] [Worker-Main-4/ERROR] [net.minecraft.Util/]: Detected setBlock in a far chunk [-124, 39], pos: BlockPos{x=-1977, y=46, z=639}, status: minecraft:features, currently generating: ResourceKey[minecraft:worldgen/placed_feature / minecraft:large_dripstone]
[26Jul2026 11:06:53.274] [Worker-Main-4/ERROR] [net.minecraft.Util/]: Detected setBlock in a far chunk [-124, 39], pos: BlockPos{x=-1975, y=47, z=639}, status: minecraft:features, currently generating: ResourceKey[minecraft:worldgen/placed_feature / minecraft:large_dripstone]
[26Jul2026 11:06:53.274] [Worker-Main-4/ERROR] [net.minecraft.Util/]: Detected setBlock in a far chunk [-124, 39], pos: BlockPos{x=-1975, y=46, z=639}, status: minecraft:features, currently generating: ResourceKey[minecraft:worldgen/placed_feature / minecraft:large_dripstone]
[26Jul2026 11:06:53.274] [Worker-Main-4/ERROR] [net.minecraft.Util/]: Detected setBlock in a far chunk [-124, 39], pos: BlockPos{x=-1974, y=47, z=639}, status: minecraft:features, currently generating: ResourceKey[minecraft:worldgen/placed_feature / minecraft:large_dripstone]
[26Jul2026 11:06:53.687] [Server thread/WARN] [net.minecraft.world.level.chunk.LevelChunk/]: Tried to load a DUMMY block entity @ BlockPos{x=-2016, y=219, z=757} but found not block entity block Block{minecraft:snow}[layers=1] at location
[26Jul2026 11:06:53.687] [Server thread/WARN] [net.minecraft.world.level.chunk.LevelChunk/]: Tried to load a block entity for block Block{minecraft:snow}[layers=1] but failed at location BlockPos{x=-2016, y=219, z=757}
[26Jul2026 11:06:53.687] [Server thread/WARN] [net.minecraft.world.level.chunk.LevelChunk/]: Tried to load a DUMMY block entity @ BlockPos{x=-2013, y=219, z=761} but found not block entity block Block{minecraft:snow}[layers=1] at location
[26Jul2026 11:06:53.687] [Server thread/WARN] [net.minecraft.world.level.chunk.LevelChunk/]: Tried to load a block entity for block Block{minecraft:snow}[layers=1] but failed at location BlockPos{x=-2013, y=219, z=761}
[26Jul2026 11:06:53.687] [Server thread/WARN] [net.minecraft.world.level.chunk.LevelChunk/]: Tried to load a DUMMY block entity @ BlockPos{x=-2016, y=215, z=764} but found not block entity block Block{minecraft:snow}[layers=1] at location
[26Jul2026 11:06:53.687] [Server thread/WARN] [net.minecraft.world.level.chunk.LevelChunk/]: Tried to load a block entity for block Block{minecraft:snow}[layers=1] but failed at location BlockPos{x=-2016, y=215, z=764}
[26Jul2026 11:07:08.159] [Server thread/WARN] [net.minecraft.world.level.chunk.LevelChunk/]: Tried to load a DUMMY block entity @ BlockPos{x=-2102, y=64, z=1027} but found not block entity block Block{minecraft:snow}[layers=1] at location
[26Jul2026 11:07:08.159] [Server thread/WARN] [net.minecraft.world.level.chunk.LevelChunk/]: Tried to load a block entity for block Block{minecraft:snow}[layers=1] but failed at location BlockPos{x=-2102, y=64, z=1027}
[26Jul2026 11:07:08.227] [pool-22-thread-1/INFO] [Supplementaries/]: Searching for closest structure among [minecraft:village_desert, minecraft:village_taiga, minecraft:village_savanna, minecraft:village_plains, minecraft:village_snowy] from position BlockPos{x=-2117, y=67, z=1035}
[26Jul2026 11:07:09.308] [pool-22-thread-1/INFO] [Supplementaries/]: 
 Structure locator found 2 structures: 
minecraft:village_snowy at BlockPos{x=-2144, y=0, z=736}, dist = 307.6020155980776
minecraft:village_snowy at BlockPos{x=-2544, y=0, z=576}, dist = 630.4752175938401
[26Jul2026 11:07:11.584] [Server thread/WARN] [net.minecraft.world.level.chunk.LevelChunk/]: Tried to load a DUMMY block entity @ BlockPos{x=-2109, y=63, z=1041} but found not block entity block Block{minecraft:snow}[layers=1] at location
[26Jul2026 11:07:11.584] [Server thread/WARN] [net.minecraft.world.level.chunk.LevelChunk/]: Tried to load a block entity for block Block{minecraft:snow}[layers=1] but failed at location BlockPos{x=-2109, y=63, z=1041}
[26Jul2026 11:07:11.650] [Chunk Render Task Executor #4/WARN] [Sodium-VertexConsumerTracker/]: Class net.mehvahdjukaar.moonlight.api.client.model.platform.BakedQuadBuilderImpl does not support optimized vertex writing code paths, which may cause reduced rendering performance
[26Jul2026 11:07:31.327] [Server thread/WARN] [net.minecraft.world.level.chunk.LevelChunk/]: Tried to load a DUMMY block entity @ BlockPos{x=-2131, y=63, z=1146} but found not block entity block Block{minecraft:snow}[layers=1] at location
[26Jul2026 11:07:31.327] [Server thread/WARN] [net.minecraft.world.level.chunk.LevelChunk/]: Tried to load a block entity for block Block{minecraft:snow}[layers=1] but failed at location BlockPos{x=-2131, y=63, z=1146}
[26Jul2026 11:07:42.301] [Server thread/WARN] [net.minecraft.world.level.chunk.LevelChunk/]: Tried to load a DUMMY block entity @ BlockPos{x=-2060, y=69, z=1224} but found not block entity block Block{minecraft:snow}[layers=1] at location
[26Jul2026 11:07:42.301] [Server thread/WARN] [net.minecraft.world.level.chunk.LevelChunk/]: Tried to load a block entity for block Block{minecraft:snow}[layers=1] but failed at location BlockPos{x=-2060, y=69, z=1224}
[26Jul2026 11:07:42.301] [Server thread/WARN] [net.minecraft.world.level.chunk.LevelChunk/]: Tried to load a DUMMY block entity @ BlockPos{x=-2059, y=70, z=1223} but found not block entity block Block{minecraft:snow}[layers=1] at location
[26Jul2026 11:07:42.301] [Server thread/WARN] [net.minecraft.world.level.chunk.LevelChunk/]: Tried to load a block entity for block Block{minecraft:snow}[layers=1] but failed at location BlockPos{x=-2059, y=70, z=1223}
[26Jul2026 11:07:42.301] [Server thread/WARN] [net.minecraft.world.level.chunk.LevelChunk/]: Tried to load a DUMMY block entity @ BlockPos{x=-2053, y=68, z=1224} but found not block entity block Block{minecraft:snow}[layers=1] at location
[26Jul2026 11:07:42.301] [Server thread/WARN] [net.minecraft.world.level.chunk.LevelChunk/]: Tried to load a block entity for block Block{minecraft:snow}[layers=1] but failed at location BlockPos{x=-2053, y=68, z=1224}
[26Jul2026 11:07:42.301] [Server thread/WARN] [net.minecraft.world.level.chunk.LevelChunk/]: Tried to load a DUMMY block entity @ BlockPos{x=-2061, y=68, z=1230} but found not block entity block Block{minecraft:snow}[layers=1] at location
[26Jul2026 11:07:42.301] [Server thread/WARN] [net.minecraft.world.level.chunk.LevelChunk/]: Tried to load a block entity for block Block{minecraft:snow}[layers=1] but failed at location BlockPos{x=-2061, y=68, z=1230}
[26Jul2026 11:07:43.879] [Server thread/WARN] [net.minecraft.world.level.chunk.LevelChunk/]: Tried to load a DUMMY block entity @ BlockPos{x=-2048, y=64, z=1246} but found not block entity block Block{minecraft:snow}[layers=1] at location
[26Jul2026 11:07:43.879] [Server thread/WARN] [net.minecraft.world.level.chunk.LevelChunk/]: Tried to load a block entity for block Block{minecraft:snow}[layers=1] but failed at location BlockPos{x=-2048, y=64, z=1246}
[26Jul2026 11:07:55.727] [Render thread/INFO] [net.minecraft.client.gui.components.ChatComponent/]: [System] [CHAT] Could not find a point of interest of type "supplementaries:cannon" within reasonable distance
[26Jul2026 11:08:00.193] [Server thread/WARN] [net.minecraft.world.level.chunk.LevelChunk/]: Tried to load a DUMMY block entity @ BlockPos{x=-1999, y=71, z=1255} but found not block entity block Block{minecraft:snow}[layers=1] at location
[26Jul2026 11:08:00.193] [Server thread/WARN] [net.minecraft.world.level.chunk.LevelChunk/]: Tried to load a block entity for block Block{minecraft:snow}[layers=1] but failed at location BlockPos{x=-1999, y=71, z=1255}
[26Jul2026 11:08:00.193] [Server thread/WARN] [net.minecraft.world.level.chunk.LevelChunk/]: Tried to load a DUMMY block entity @ BlockPos{x=-1999, y=70, z=1257} but found not block entity block Block{minecraft:snow}[layers=1] at location
[26Jul2026 11:08:00.193] [Server thread/WARN] [net.minecraft.world.level.chunk.LevelChunk/]: Tried to load a block entity for block Block{minecraft:snow}[layers=1] but failed at location BlockPos{x=-1999, y=70, z=1257}
[26Jul2026 11:08:00.193] [Server thread/WARN] [net.minecraft.world.level.chunk.LevelChunk/]: Tried to load a DUMMY block entity @ BlockPos{x=-1999, y=67, z=1260} but found not block entity block Block{minecraft:snow}[layers=1] at location
[26Jul2026 11:08:00.193] [Server thread/WARN] [net.minecraft.world.level.chunk.LevelChunk/]: Tried to load a block entity for block Block{minecraft:snow}[layers=1] but failed at location BlockPos{x=-1999, y=67, z=1260}
[26Jul2026 11:08:00.193] [Server thread/WARN] [net.minecraft.world.level.chunk.LevelChunk/]: Tried to load a DUMMY block entity @ BlockPos{x=-1999, y=68, z=1259} but found not block entity block Block{minecraft:snow}[layers=1] at location
[26Jul2026 11:08:00.193] [Server thread/WARN] [net.minecraft.world.level.chunk.LevelChunk/]: Tried to load a block entity for block Block{minecraft:snow}[layers=1] but failed at location BlockPos{x=-1999, y=68, z=1259}
[26Jul2026 11:08:00.193] [Server thread/WARN] [net.minecraft.world.level.chunk.LevelChunk/]: Tried to load a DUMMY block entity @ BlockPos{x=-1994, y=70, z=1257} but found not block entity block Block{minecraft:snow}[layers=1] at location
[26Jul2026 11:08:00.193] [Server thread/WARN] [net.minecraft.world.level.chunk.LevelChunk/]: Tried to load a block entity for block Block{minecraft:snow}[layers=1] but failed at location BlockPos{x=-1994, y=70, z=1257}
[26Jul2026 11:08:00.624] [Server thread/WARN] [net.minecraft.world.level.chunk.LevelChunk/]: Tried to load a DUMMY block entity @ BlockPos{x=-2053, y=63, z=1248} but found not block entity block Block{minecraft:snow}[layers=1] at location
[26Jul2026 11:08:00.624] [Server thread/WARN] [net.minecraft.world.level.chunk.LevelChunk/]: Tried to load a block entity for block Block{minecraft:snow}[layers=1] but failed at location BlockPos{x=-2053, y=63, z=1248}
[26Jul2026 11:08:13.979] [Render thread/INFO] [net.minecraft.advancements.AdvancementTree/]: Loaded 476 advancements
[26Jul2026 11:08:30.106] [Server thread/WARN] [net.minecraft.world.level.chunk.LevelChunk/]: Tried to load a DUMMY block entity @ BlockPos{x=-2001, y=62, z=1282} but found not block entity block Block{minecraft:water}[level=1] at location
[26Jul2026 11:08:30.107] [Server thread/WARN] [net.minecraft.world.level.chunk.LevelChunk/]: Tried to load a block entity for block Block{minecraft:water}[level=1] but failed at location BlockPos{x=-2001, y=62, z=1282}
[26Jul2026 11:08:30.107] [Server thread/WARN] [net.minecraft.world.level.chunk.LevelChunk/]: Tried to load a DUMMY block entity @ BlockPos{x=-2003, y=62, z=1282} but found not block entity block Block{minecraft:water}[level=1] at location
[26Jul2026 11:08:30.107] [Server thread/WARN] [net.minecraft.world.level.chunk.LevelChunk/]: Tried to load a block entity for block Block{minecraft:water}[level=1] but failed at location BlockPos{x=-2003, y=62, z=1282}
[26Jul2026 11:08:30.107] [Server thread/WARN] [net.minecraft.world.level.chunk.LevelChunk/]: Tried to load a DUMMY block entity @ BlockPos{x=-2004, y=62, z=1281} but found not block entity block Block{minecraft:water}[level=1] at location
[26Jul2026 11:08:30.107] [Server thread/WARN] [net.minecraft.world.level.chunk.LevelChunk/]: Tried to load a block entity for block Block{minecraft:water}[level=1] but failed at location BlockPos{x=-2004, y=62, z=1281}
[26Jul2026 11:08:35.970] [Server thread/WARN] [net.minecraft.world.level.chunk.LevelChunk/]: Tried to load a DUMMY block entity @ BlockPos{x=-1977, y=63, z=1378} but found not block entity block Block{minecraft:snow}[layers=1] at location
[26Jul2026 11:08:35.970] [Server thread/WARN] [net.minecraft.world.level.chunk.LevelChunk/]: Tried to load a block entity for block Block{minecraft:snow}[layers=1] but failed at location BlockPos{x=-1977, y=63, z=1378}
[26Jul2026 11:08:37.764] [Server thread/WARN] [net.minecraft.world.level.chunk.LevelChunk/]: Tried to load a DUMMY block entity @ BlockPos{x=-1987, y=63, z=1374} but found not block entity block Block{minecraft:snow}[layers=1] at location
[26Jul2026 11:08:37.764] [Server thread/WARN] [net.minecraft.world.level.chunk.LevelChunk/]: Tried to load a block entity for block Block{minecraft:snow}[layers=1] but failed at location BlockPos{x=-1987, y=63, z=1374}
[26Jul2026 11:08:40.833] [Server thread/WARN] [net.minecraft.world.level.chunk.LevelChunk/]: Tried to load a DUMMY block entity @ BlockPos{x=-1821, y=76, z=1425} but found not block entity block Block{minecraft:snow}[layers=1] at location
[26Jul2026 11:08:40.834] [Server thread/WARN] [net.minecraft.world.level.chunk.LevelChunk/]: Tried to load a block entity for block Block{minecraft:snow}[layers=1] but failed at location BlockPos{x=-1821, y=76, z=1425}
[26Jul2026 11:08:40.834] [Server thread/WARN] [net.minecraft.world.level.chunk.LevelChunk/]: Tried to load a DUMMY block entity @ BlockPos{x=-1821, y=74, z=1432} but found not block entity block Block{minecraft:snow}[layers=1] at location
[26Jul2026 11:08:40.834] [Server thread/WARN] [net.minecraft.world.level.chunk.LevelChunk/]: Tried to load a block entity for block Block{minecraft:snow}[layers=1] but failed at location BlockPos{x=-1821, y=74, z=1432}
[26Jul2026 11:08:40.834] [Server thread/WARN] [net.minecraft.world.level.chunk.LevelChunk/]: Tried to load a DUMMY block entity @ BlockPos{x=-1819, y=75, z=1430} but found not block entity block Block{minecraft:snow}[layers=1] at location
[26Jul2026 11:08:40.834] [Server thread/WARN] [net.minecraft.world.level.chunk.LevelChunk/]: Tried to load a block entity for block Block{minecraft:snow}[layers=1] but failed at location BlockPos{x=-1819, y=75, z=1430}
[26Jul2026 11:08:40.834] [Server thread/WARN] [net.minecraft.world.level.chunk.LevelChunk/]: Tried to load a DUMMY block entity @ BlockPos{x=-1819, y=75, z=1431} but found not block entity block Block{minecraft:snow}[layers=1] at location
[26Jul2026 11:08:40.834] [Server thread/WARN] [net.minecraft.world.level.chunk.LevelChunk/]: Tried to load a block entity for block Block{minecraft:snow}[layers=1] but failed at location BlockPos{x=-1819, y=75, z=1431}
[26Jul2026 11:08:40.834] [Server thread/WARN] [net.minecraft.world.level.chunk.LevelChunk/]: Tried to load a DUMMY block entity @ BlockPos{x=-1820, y=74, z=1433} but found not block entity block Block{minecraft:snow}[layers=1] at location
[26Jul2026 11:08:40.834] [Server thread/WARN] [net.minecraft.world.level.chunk.LevelChunk/]: Tried to load a block entity for block Block{minecraft:snow}[layers=1] but failed at location BlockPos{x=-1820, y=74, z=1433}
[26Jul2026 11:08:40.834] [Server thread/WARN] [net.minecraft.world.level.chunk.LevelChunk/]: Tried to load a DUMMY block entity @ BlockPos{x=-1819, y=75, z=1432} but found not block entity block Block{minecraft:snow}[layers=1] at location
[26Jul2026 11:08:40.834] [Server thread/WARN] [net.minecraft.world.level.chunk.LevelChunk/]: Tried to load a block entity for block Block{minecraft:snow}[layers=1] but failed at location BlockPos{x=-1819, y=75, z=1432}
[26Jul2026 11:08:40.834] [Server thread/WARN] [net.minecraft.world.level.chunk.LevelChunk/]: Tried to load a DUMMY block entity @ BlockPos{x=-1815, y=75, z=1435} but found not block entity block Block{minecraft:snow}[layers=1] at location
[26Jul2026 11:08:40.834] [Server thread/WARN] [net.minecraft.world.level.chunk.LevelChunk/]: Tried to load a block entity for block Block{minecraft:snow}[layers=1] but failed at location BlockPos{x=-1815, y=75, z=1435}
[26Jul2026 11:08:40.834] [Server thread/WARN] [net.minecraft.world.level.chunk.LevelChunk/]: Tried to load a DUMMY block entity @ BlockPos{x=-1821, y=76, z=1424} but found not block entity block Block{minecraft:snow}[layers=1] at location
[26Jul2026 11:08:40.834] [Server thread/WARN] [net.minecraft.world.level.chunk.LevelChunk/]: Tried to load a block entity for block Block{minecraft:snow}[layers=1] but failed at location BlockPos{x=-1821, y=76, z=1424}
[26Jul2026 11:08:40.834] [Server thread/WARN] [net.minecraft.world.level.chunk.LevelChunk/]: Tried to load a DUMMY block entity @ BlockPos{x=-1820, y=75, z=1427} but found not block entity block Block{minecraft:snow}[layers=1] at location
[26Jul2026 11:08:40.834] [Server thread/WARN] [net.minecraft.world.level.chunk.LevelChunk/]: Tried to load a block entity for block Block{minecraft:snow}[layers=1] but failed at location BlockPos{x=-1820, y=75, z=1427}
[26Jul2026 11:08:40.835] [Server thread/WARN] [net.minecraft.world.level.chunk.LevelChunk/]: Tried to load a DUMMY block entity @ BlockPos{x=-1820, y=75, z=1428} but found not block entity block Block{minecraft:snow}[layers=1] at location
[26Jul2026 11:08:40.835] [Server thread/WARN] [net.minecraft.world.level.chunk.LevelChunk/]: Tried to load a block entity for block Block{minecraft:snow}[layers=1] but failed at location BlockPos{x=-1820, y=75, z=1428}
[26Jul2026 11:08:40.835] [Server thread/WARN] [net.minecraft.world.level.chunk.LevelChunk/]: Tried to load a DUMMY block entity @ BlockPos{x=-1823, y=74, z=1432} but found not block entity block Block{minecraft:snow}[layers=1] at location
[26Jul2026 11:08:40.835] [Server thread/WARN] [net.minecraft.world.level.chunk.LevelChunk/]: Tried to load a block entity for block Block{minecraft:snow}[layers=1] but failed at location BlockPos{x=-1823, y=74, z=1432}
[26Jul2026 11:08:40.835] [Server thread/WARN] [net.minecraft.world.level.chunk.LevelChunk/]: Tried to load a DUMMY block entity @ BlockPos{x=-1820, y=75, z=1430} but found not block entity block Block{minecraft:snow}[layers=1] at location
[26Jul2026 11:08:40.835] [Server thread/WARN] [net.minecraft.world.level.chunk.LevelChunk/]: Tried to load a block entity for block Block{minecraft:snow}[layers=1] but failed at location BlockPos{x=-1820, y=75, z=1430}
[26Jul2026 11:08:40.835] [Server thread/WARN] [net.minecraft.world.level.chunk.LevelChunk/]: Tried to load a DUMMY block entity @ BlockPos{x=-1824, y=75, z=1427} but found not block entity block Block{minecraft:snow}[layers=1] at location
[26Jul2026 11:08:40.835] [Server thread/WARN] [net.minecraft.world.level.chunk.LevelChunk/]: Tried to load a block entity for block Block{minecraft:snow}[layers=1] but failed at location BlockPos{x=-1824, y=75, z=1427}
[26Jul2026 11:08:43.936] [Server thread/WARN] [net.minecraft.world.level.chunk.LevelChunk/]: Tried to load a DUMMY block entity @ BlockPos{x=-1634, y=63, z=1392} but found not block entity block Block{minecraft:snow}[layers=1] at location
[26Jul2026 11:08:43.936] [Server thread/WARN] [net.minecraft.world.level.chunk.LevelChunk/]: Tried to load a block entity for block Block{minecraft:snow}[layers=1] but failed at location BlockPos{x=-1634, y=63, z=1392}
[26Jul2026 11:08:54.372] [Server thread/WARN] [net.minecraft.world.level.chunk.LevelChunk/]: Tried to load a DUMMY block entity @ BlockPos{x=-1800, y=63, z=1515} but found not block entity block Block{minecraft:snow}[layers=1] at location
[26Jul2026 11:08:54.373] [Server thread/WARN] [net.minecraft.world.level.chunk.LevelChunk/]: Tried to load a block entity for block Block{minecraft:snow}[layers=1] but failed at location BlockPos{x=-1800, y=63, z=1515}
[26Jul2026 11:08:54.373] [Server thread/WARN] [net.minecraft.world.level.chunk.LevelChunk/]: Tried to load a DUMMY block entity @ BlockPos{x=-1794, y=63, z=1517} but found not block entity block Block{minecraft:snow}[layers=1] at location
[26Jul2026 11:08:54.373] [Server thread/WARN] [net.minecraft.world.level.chunk.LevelChunk/]: Tried to load a block entity for block Block{minecraft:snow}[layers=1] but failed at location BlockPos{x=-1794, y=63, z=1517}
[26Jul2026 11:08:54.373] [Server thread/WARN] [net.minecraft.world.level.chunk.LevelChunk/]: Tried to load a DUMMY block entity @ BlockPos{x=-1795, y=63, z=1519} but found not block entity block Block{minecraft:snow}[layers=1] at location
